央视卫视,#genre#
大连综合影视,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R6045DFE7U30963010K77A47B17IE1B8C9DAPBM3233C4BV1044EZ33519WEB0A97A2F72&playtoken=ABCDEFGHI&programid=4200000005.m3u8


电影轮播,#genre#
沈腾,https://live.metshop.top/huya/11601968
周星驰,https://live.metshop.top/yy/1382736808
甄子丹,https://live.metshop.top/huya/11352935
成龙电影,https://live.metshop.top/huya/11342386

综艺轮播,#genre#
吐槽大会,https://live.metshop.top/douyu/9236042
极限挑战,https://live.metshop.top/huya/11352914
咱们穿越吧,https://live.metshop.top/huya/11352907
舌尖上的中国,https://live.metshop.top/huya/11352955
赵本山小品,https://live.metshop.top/yy/1382683959
赵本山小品,https://live.metshop.top/douyu/9817716
辽宁台小品,https://live.metshop.top/douyu/9067836

电视轮播,#genre#
倚天屠龙记,https://live.metshop.top/yy/1449856066
倚天屠龙记,https://live.metshop.top/yy/1354755003
倚天屠龙记TVB,https://live.metshop.top/huya/23734246
天龙八部,https://live.metshop.top/yy/1351814644
天龙八部,https://live.metshop.top/yy/28996058
天龙八部,https://live.metshop.top/huya/23903123
神雕侠侣,https://live.metshop.top/yy/1382704651
水浒传,https://live.metshop.top/douyu/4013768
西游记,https://live.metshop.top/douyu/8953746
封神榜TVB,https://live.metshop.top/huya/23749096
封神榜TVB,https://live.metshop.top/huya/29465849
神话,https://live.metshop.top/douyu/5448413
